dataset	n_clusters	eigen_solver	affinity	assign_labels	nmi
3-spiral	25		rbf	kmeans	0.4764659612145475
DS-850	25		rbf	kmeans	0.6754992230532781
rings	25		rbf	kmeans	0.44857496315045614
cure-t2-4k	25		rbf	kmeans	0.6556411381421822
2d-4c-no4	25		rbf	kmeans	0.5124666394718809
disk-1000n	25		rbf	kmeans	0.20759167125013248
complex9	25		rbf	kmeans	0.014683220132682768
ecoli	25		rbf	kmeans	0.51660181458804
target	25		rbf	kmeans	0.5302261148928452
3MC	25		rbf	kmeans	0.5094399744474813
xor	25		rbf	kmeans	0.3059228790490672
xclara	25		rbf	kmeans	0.03959637846894584
cure-t0-2000n-2D	25		rbf	kmeans	0.3917508714306264
dartboard2	25		rbf	kmeans	0.4671567928274786
spherical_5_2	25		rbf	kmeans	0.6400979671857866
ds577	25		rbf	kmeans	0.5450401245311485
elliptical_10_2	25		rbf	kmeans	0.8415978823846455
wingnut	25		rbf	kmeans	0.37131427899751546
triangle2	25		rbf	kmeans	0.5049706201478779
smile2	25		rbf	kmeans	0.7395775539280697
disk-4000n	25		rbf	kmeans	0.2233311394529324
jain	25		rbf	kmeans	0.3363204569006966
2d-4c	25		rbf	kmeans	0.5108487347583202
long1	25		rbf	kmeans	0.3681752016923942
sizes4	25		rbf	kmeans	0.6936936799643696
curves2	25		rbf	kmeans	0.6255468665894821
square4	25		rbf	kmeans	0.5103434609053612
chainlink	25		rbf	kmeans	0.35752901316037683
ds4c2sc8	25		rbf	kmeans	0.64875083452182
spiralsquare	25		rbf	kmeans	0.5798481909742711
gaussians1	25		rbf	kmeans	0.4722922990332037
smile3	25		rbf	kmeans	0.6278598570085637
dpb	25		rbf	kmeans	0.7091430729428501
complex8	25		rbf	kmeans	0.001283554058217548
haberman	25		rbf	kmeans	0.01722150470744471
pmf	25		rbf	kmeans	0.014162889079018397
atom	25		rbf	kmeans	0.0632205891376132
zelnik5	25		rbf	kmeans	0.7252396771207882
long2	25		rbf	kmeans	0.38860440248314243
2d-4c-no9	25		rbf	kmeans	0.41288264786819706
cassini	25		rbf	kmeans	0.4661574097542039
hepta	25		rbf	kmeans	0.759265357663369
triangle1	25		rbf	kmeans	0.629332943720451
tae	25		rbf	kmeans	0.14247725026040695
balance-scale	25		rbf	kmeans	0.18095471363726576
twenty	25		rbf	kmeans	0.9726926257768957
threenorm	25		rbf	kmeans	0.22875506693003705
square2	25		rbf	kmeans	0.6061250353704016
flame	25		rbf	kmeans	0.32747700916573985
disk-3000n	25		rbf	kmeans	0.21193536174515828
d31	25		rbf	kmeans	0.9316173607908063
aggregation	25		rbf	kmeans	0.6932411238089886
zelnik4	25		rbf	kmeans	0.8582678481857408
2sp2glob	25		rbf	kmeans	0.6123183045750764
glass	25		rbf	kmeans	0.3853579103097923
square1	25		rbf	kmeans	0.5781361257948298
2d-3c-no123	25		rbf	kmeans	0.49206671943445035
disk-4500n	25		rbf	kmeans	0.2310071340050068
sizes1	25		rbf	kmeans	0.3826418097947479
long3	25		rbf	kmeans	0.31814668495416304
cuboids	25		rbf	kmeans	0.634729832601912
donutcurves	25		rbf	kmeans	0.5381366806171776
st900	25		rbf	kmeans	0.700291879250842
tetra	25		rbf	kmeans	0.5567259046286173
zelnik3	26		rbf	kmeans	0.6309343789386308
spherical_4_3	26		rbf	kmeans	0.5834266040418785
fourty	26		rbf	kmeans	0.9241953808894935
lsun	26		rbf	kmeans	0.5089953400918064
diamond9	26		rbf	kmeans	0.7702046175030619
ds850	26		rbf	kmeans	0.6686750567350902
elly-2d10c13s	26		rbf	kmeans	0.5006034117041754
pathbased	26		rbf	kmeans	0.5193869939406993
R15	26		rbf	kmeans	0.8922966540092678
spherical_6_2	26		rbf	kmeans	0.7272332234116973
shapes	26		rbf	kmeans	0.6172070715798396
2dnormals	26		rbf	kmeans	0.22565966859910805
dpc	26		rbf	kmeans	0.8472958483993908
twodiamonds	26		rbf	kmeans	0.35647056822185946
ds2c2sc13	26		rbf	kmeans	0.6873976655803549
donut3	26		rbf	kmeans	0.7171559817345534
simplex	26		rbf	kmeans	0.6589878843108976
2d-20c-no0	26		rbf	kmeans	0.9732944449337383
disk-5000n	26		rbf	kmeans	0.19187902395721615
DS-577	26		rbf	kmeans	0.5309043981420707
zoo	26		rbf	kmeans	0.6728742066213976
square3	26		rbf	kmeans	0.5763747688655934
sonar	26		rbf	kmeans	0.13774971801263397
donut1	26		rbf	kmeans	0.5937325856329243
disk-4600n	26		rbf	kmeans	0.12911889241873695
sizes5	26		rbf	kmeans	0.6504248448613024
thy	26		rbf	kmeans	0.04253729935582452
cure-t1-2000n-2D	26		rbf	kmeans	0.6384154510036242
blobs	26		rbf	kmeans	0.5005985003046197
dense-disk-5000	26		rbf	kmeans	0.22751968833566516
heart-statlog	26		rbf	kmeans	0.021563275543834123
dense-disk-3000	26		rbf	kmeans	0.22889452261051968
ds3c3sc6	26		rbf	kmeans	0.546140464445331
donut2	26		rbf	kmeans	0.030221141408862947
dartboard1	26		rbf	kmeans	0.3979985014770025
smile1	26		rbf	kmeans	0.8244977660289932
2d-10c	26		rbf	kmeans	0.23731915778476312
impossible	26		rbf	kmeans	0.5194381041932776
aml28	26		rbf	kmeans	0.6198162816905396
zelnik2	26		rbf	kmeans	0.5689258424302466
banana	26		rbf	kmeans	0.47936710717922515
compound	26		rbf	kmeans	0.46259336543789725
zelnik6	26		rbf	kmeans	0.6060578139839595
sizes3	26		rbf	kmeans	0.5641619657324589
spiral	26		rbf	kmeans	0.35808632089711107
sizes2	26		rbf	kmeans	0.6030292316017597
iris	26		rbf	kmeans	0.4799949513765771
hypercube	26		rbf	kmeans	0.7808718182164525
engytime	26		rbf	kmeans	0.18780644121689063
circle	26		rbf	kmeans	0.2277640347899048
longsquare	26		rbf	kmeans	0.7426053801720015
zelnik1	26		rbf	kmeans	0.5648750129769234
iono	26		rbf	kmeans	0.22294557302277762
square5	26		rbf	kmeans	0.4600416960704676
curves1	26		rbf	kmeans	0.5364042959406636
3-spiral	26		rbf	kmeans	0.43236026013572276
DS-850	26		rbf	kmeans	0.6637346463612718
rings	26		rbf	kmeans	0.431146163926842
cure-t2-4k	26		rbf	kmeans	0.6603477579879242
2d-4c-no4	26		rbf	kmeans	0.5152491309469078
disk-1000n	26		rbf	kmeans	0.21595206918705365
complex9	26		rbf	kmeans	0.016610840997203887
ecoli	26		rbf	kmeans	0.5142227744447442
target	26		rbf	kmeans	0.46532106076975455
3MC	26		rbf	kmeans	0.5066320459791375
xor	26		rbf	kmeans	0.2599476801621206
xclara	26		rbf	kmeans	0.01993332321286937
cure-t0-2000n-2D	26		rbf	kmeans	0.3812922861257634
dartboard2	26		rbf	kmeans	0.46687493704225963
spherical_5_2	26		rbf	kmeans	0.6358481217775712
ds577	26		rbf	kmeans	0.5423685701404765
elliptical_10_2	26		rbf	kmeans	0.8370729762475646
wingnut	26		rbf	kmeans	0.3687300804093089
triangle2	26		rbf	kmeans	0.5302287796508397
smile2	26		rbf	kmeans	0.7383541502224831
disk-4000n	26		rbf	kmeans	0.2379521792151622
jain	26		rbf	kmeans	0.3262924284702649
2d-4c	26		rbf	kmeans	0.4764233120066937
long1	26		rbf	kmeans	0.38871730718377295
sizes4	26		rbf	kmeans	0.6936472753596085
curves2	26		rbf	kmeans	0.6237119818816901
square4	26		rbf	kmeans	0.513779546644018
chainlink	26		rbf	kmeans	0.3533510192217508
ds4c2sc8	26		rbf	kmeans	0.6481828932517435
spiralsquare	26		rbf	kmeans	0.5486475300897488
gaussians1	26		rbf	kmeans	0.4659891859052192
smile3	26		rbf	kmeans	0.6267788539843212
dpb	26		rbf	kmeans	0.7117388680850263
complex8	26		rbf	kmeans	0.001283554058217548
haberman	26		rbf	kmeans	0.01722150470744471
pmf	26		rbf	kmeans	0.014162889079018397
atom	26		rbf	kmeans	0.05776986725498989
zelnik5	26		rbf	kmeans	0.7246332051722649
long2	26		rbf	kmeans	0.3775359542299842
2d-4c-no9	26		rbf	kmeans	0.5277061575308332
cassini	26		rbf	kmeans	0.5070915077798158
hepta	26		rbf	kmeans	0.7486748670253882
triangle1	26		rbf	kmeans	0.5244295037537617
tae	26		rbf	kmeans	0.17023654211579758
balance-scale	26		rbf	kmeans	0.1984783452863054
twenty	26		rbf	kmeans	0.9672401599522256
threenorm	26		rbf	kmeans	0.22099284213386056
square2	26		rbf	kmeans	0.5482086855814449
flame	26		rbf	kmeans	0.3200099016242285
disk-3000n	26		rbf	kmeans	0.2137227209873239
d31	26		rbf	kmeans	0.9382291154802447
aggregation	26		rbf	kmeans	0.6861585449941892
zelnik4	26		rbf	kmeans	0.8575024481683345
2sp2glob	26		rbf	kmeans	0.5563427020051073
glass	26		rbf	kmeans	0.3893422723084882
square1	26		rbf	kmeans	0.6307461240163031
2d-3c-no123	26		rbf	kmeans	0.485307839296421
disk-4500n	26		rbf	kmeans	0.23602797751228963
sizes1	26		rbf	kmeans	0.4921721037679337
long3	26		rbf	kmeans	0.3107122311175047
cuboids	26		rbf	kmeans	0.6387169357919944
donutcurves	26		rbf	kmeans	0.5381290107576857
st900	26		rbf	kmeans	0.6993219476989145
tetra	26		rbf	kmeans	0.5471316984487454
zelnik3	27		rbf	kmeans	0.6321057978557539
spherical_4_3	27		rbf	kmeans	0.6237903117978326
fourty	27		rbf	kmeans	0.9296047743812093
lsun	27		rbf	kmeans	0.5071602328578858
diamond9	27		rbf	kmeans	0.7909370391423474
ds850	27		rbf	kmeans	0.6642372406785658
elly-2d10c13s	27		rbf	kmeans	0.4906933681976749
pathbased	27		rbf	kmeans	0.5163139610094807
R15	27		rbf	kmeans	0.8829356286209519
spherical_6_2	27		rbf	kmeans	0.7214854892563696
shapes	27		rbf	kmeans	0.6143405229303371
2dnormals	27		rbf	kmeans	0.2108138479833764
dpc	27		rbf	kmeans	0.7706268491112065
twodiamonds	27		rbf	kmeans	0.3662487116910677
ds2c2sc13	27		rbf	kmeans	0.6822702636841181
donut3	27		rbf	kmeans	0.7086552034214033
simplex	27		rbf	kmeans	0.6546174837212921
2d-20c-no0	27		rbf	kmeans	0.9628424443060125
disk-5000n	27		rbf	kmeans	0.1937328205141786
DS-577	27		rbf	kmeans	0.5258672472893738
zoo	27		rbf	kmeans	0.7264224572435186
square3	27		rbf	kmeans	0.5311697435262085
sonar	27		rbf	kmeans	0.16534074849441832
donut1	27		rbf	kmeans	0.591914227094155
disk-4600n	27		rbf	kmeans	0.11947954980748002
sizes5	27		rbf	kmeans	0.6788086740843037
thy	27		rbf	kmeans	0.042225870821122787
cure-t1-2000n-2D	27		rbf	kmeans	0.6333616064827495
blobs	27		rbf	kmeans	0.49090477006557137
dense-disk-5000	27		rbf	kmeans	0.2223087381059202
heart-statlog	27		rbf	kmeans	0.021563275543834123
dense-disk-3000	27		rbf	kmeans	0.23229033091226606
ds3c3sc6	27		rbf	kmeans	0.5455858331000798
donut2	27		rbf	kmeans	0.02756394750705234
dartboard1	27		rbf	kmeans	0.05082911098828105
smile1	27		rbf	kmeans	0.8229312959750842
2d-10c	27		rbf	kmeans	0.3732044135068002
impossible	27		rbf	kmeans	0.5854017217131835
aml28	27		rbf	kmeans	0.48389482947645174
zelnik2	27		rbf	kmeans	0.5507695127945379
banana	27		rbf	kmeans	0.47911382749362724
compound	27		rbf	kmeans	0.54365017098656
zelnik6	27		rbf	kmeans	0.5908400978315363
sizes3	27		rbf	kmeans	0.6610709159092821
spiral	27		rbf	kmeans	0.3584837253292573
sizes2	27		rbf	kmeans	0.5397509618781521
iris	27		rbf	kmeans	0.4816812434333049
hypercube	27		rbf	kmeans	0.7819618445646611
engytime	27		rbf	kmeans	0.2738065574817159
circle	27		rbf	kmeans	0.2390808104644208
longsquare	27		rbf	kmeans	0.7348243839785032
zelnik1	27		rbf	kmeans	0.5667897978277103
iono	27		rbf	kmeans	0.21819270048068753
square5	27		rbf	kmeans	0.44772565468400194
curves1	27		rbf	kmeans	0.5349090139743966
3-spiral	27		rbf	kmeans	0.4707567030793464
DS-850	27		rbf	kmeans	0.6682008117578189
rings	27		rbf	kmeans	0.4846807801508358
cure-t2-4k	27		rbf	kmeans	0.6646507239777641
2d-4c-no4	27		rbf	kmeans	0.4107847572764601
disk-1000n	27		rbf	kmeans	0.22084024208846892
complex9	27		rbf	kmeans	0.018902281695573953
ecoli	27		rbf	kmeans	0.5021891407990627
target	27		rbf	kmeans	0.521918970728381
3MC	27		rbf	kmeans	0.5049336134993464
xor	27		rbf	kmeans	0.264377739848572
xclara	27		rbf	kmeans	0.017076807516610372
cure-t0-2000n-2D	27		rbf	kmeans	0.39321769426412906
dartboard2	27		rbf	kmeans	0.4662479664308785
spherical_5_2	27		rbf	kmeans	0.6312216582748967
ds577	27		rbf	kmeans	0.523150781323897
elliptical_10_2	27		rbf	kmeans	0.8327849068424841
wingnut	27		rbf	kmeans	0.37431430011198485
triangle2	27		rbf	kmeans	0.4707522720591369
smile2	27		rbf	kmeans	0.7369521843717428
disk-4000n	27		rbf	kmeans	0.23525965811966246
jain	27		rbf	kmeans	0.33431175647129985
2d-4c	27		rbf	kmeans	0.4423547368749886
long1	27		rbf	kmeans	0.39073195126784255
sizes4	27		rbf	kmeans	0.6041926032459765
curves2	27		rbf	kmeans	0.4703824107663105
square4	27		rbf	kmeans	0.5211698657347711
chainlink	27		rbf	kmeans	0.35321651115806485
ds4c2sc8	27		rbf	kmeans	0.6476391532913536
spiralsquare	27		rbf	kmeans	0.5592442516739344
gaussians1	27		rbf	kmeans	0.4602026521145775
smile3	27		rbf	kmeans	0.6256629071745359
dpb	27		rbf	kmeans	0.7113547553863933
complex8	27		rbf	kmeans	0.001283554058217548
haberman	27		rbf	kmeans	0.01722150470744471
pmf	27		rbf	kmeans	0.018204814361662842
atom	27		rbf	kmeans	0.06820757659114712
zelnik5	27		rbf	kmeans	0.7223952948548902
long2	27		rbf	kmeans	0.39101978635996393
2d-4c-no9	27		rbf	kmeans	0.5731425458362741
cassini	27		rbf	kmeans	0.48590871628630455
hepta	27		rbf	kmeans	0.7566789515887933
triangle1	27		rbf	kmeans	0.6261436238695711
tae	27		rbf	kmeans	0.15319899807481313
balance-scale	27		rbf	kmeans	0.1873607980419109
twenty	27		rbf	kmeans	0.961924450717724
threenorm	27		rbf	kmeans	0.19676512783088118
square2	27		rbf	kmeans	0.542096375739554
flame	27		rbf	kmeans	0.32681762418956456
disk-3000n	27		rbf	kmeans	0.21153035938458725
d31	27		rbf	kmeans	0.943027572846823
aggregation	27		rbf	kmeans	0.6817050567301924
zelnik4	27		rbf	kmeans	0.8542592516709566
2sp2glob	27		rbf	kmeans	0.6157588407752952
glass	27		rbf	kmeans	0.4156501963718394
square1	27		rbf	kmeans	0.5618467479222446
2d-3c-no123	27		rbf	kmeans	0.48840193597672293
disk-4500n	27		rbf	kmeans	0.24961808911843072
sizes1	27		rbf	kmeans	0.5691416330262342
long3	27		rbf	kmeans	0.30230474567221055
cuboids	27		rbf	kmeans	0.6199067867524175
donutcurves	27		rbf	kmeans	0.537973775112694
st900	27		rbf	kmeans	0.7017449881277008
tetra	27		rbf	kmeans	0.5667289982157544
zelnik3	28		rbf	kmeans	0.6134301516263971
spherical_4_3	28		rbf	kmeans	0.597612999589046
fourty	28		rbf	kmeans	0.9382670149481533
lsun	28		rbf	kmeans	0.49535605347666245
diamond9	28		rbf	kmeans	0.7710862320138411
ds850	28		rbf	kmeans	0.6604731325285029
elly-2d10c13s	28		rbf	kmeans	0.5119916968900527
pathbased	28		rbf	kmeans	0.4780258788513235
R15	28		rbf	kmeans	0.8889775349906319
spherical_6_2	28		rbf	kmeans	0.7033153987816855
shapes	28		rbf	kmeans	0.6067474176648738
2dnormals	28		rbf	kmeans	0.2896051427353653
dpc	28		rbf	kmeans	0.768920518862985
twodiamonds	28		rbf	kmeans	0.3617509367065076
ds2c2sc13	28		rbf	kmeans	0.6862141054033742
donut3	28		rbf	kmeans	0.7009324427310021
simplex	28		rbf	kmeans	0.6540967801227965
2d-20c-no0	28		rbf	kmeans	0.9578434612566372
disk-5000n	28		rbf	kmeans	0.20016020677385019
DS-577	28		rbf	kmeans	0.5130637548452828
zoo	28		rbf	kmeans	0.6139026952754243
square3	28		rbf	kmeans	0.575913398998335
sonar	28		rbf	kmeans	0.1683923692798993
donut1	28		rbf	kmeans	0.5901074967270394
disk-4600n	28		rbf	kmeans	0.1267171766441675
sizes5	28		rbf	kmeans	0.6523072164364031
thy	28		rbf	kmeans	0.04253729935582452
cure-t1-2000n-2D	28		rbf	kmeans	0.6335433640367668
blobs	28		rbf	kmeans	0.49066658440223415
dense-disk-5000	28		rbf	kmeans	0.22744822678011348
heart-statlog	28		rbf	kmeans	0.008468039149283308
dense-disk-3000	28		rbf	kmeans	0.23250891625996412
ds3c3sc6	28		rbf	kmeans	0.5454128741702877
donut2	28		rbf	kmeans	0.030420154205009372
smile1	28		rbf	kmeans	0.8213782328065707
2d-10c	28		rbf	kmeans	0.4685947139823819
impossible	28		rbf	kmeans	0.5769652493041868
aml28	28		rbf	kmeans	0.5317971376794638
zelnik2	28		rbf	kmeans	0.565472513222513
banana	28		rbf	kmeans	0.4788608759441432
compound	28		rbf	kmeans	0.45954082177921407
zelnik6	28		rbf	kmeans	0.5907047194690881
sizes3	28		rbf	kmeans	0.6098007324794763
spiral	28		rbf	kmeans	0.351052988426559
sizes2	28		rbf	kmeans	0.6172453867864317
iris	28		rbf	kmeans	0.4845865001275827
hypercube	28		rbf	kmeans	0.7729209723633444
engytime	28		rbf	kmeans	0.15418385863300785
circle	28		rbf	kmeans	0.2287297540196198
longsquare	28		rbf	kmeans	0.7160014671802799
zelnik1	28		rbf	kmeans	0.5642195555866288
iono	28		rbf	kmeans	0.24552753844983025
square5	28		rbf	kmeans	0.4406983361043574
curves1	28		rbf	kmeans	0.5335128188374492
3-spiral	28		rbf	kmeans	0.5058062594560111
DS-850	28		rbf	kmeans	0.6659379672974491
rings	28		rbf	kmeans	0.4098908921352007
cure-t2-4k	28		rbf	kmeans	0.6596647831319415
2d-4c-no4	28		rbf	kmeans	0.38838971376711484
disk-1000n	28		rbf	kmeans	0.22983330222376439
complex9	28		rbf	kmeans	0.01808912798819737
ecoli	28		rbf	kmeans	0.4877890954122932
target	28		rbf	kmeans	0.5183304777585835
3MC	28		rbf	kmeans	0.5016330832962888
xor	28		rbf	kmeans	0.2866226748984573
xclara	28		rbf	kmeans	0.0021639352518203273
cure-t0-2000n-2D	28		rbf	kmeans	0.3883142002094214
dartboard2	28		rbf	kmeans	0.4830845439011147
spherical_5_2	28		rbf	kmeans	0.6298158896577497
ds577	28		rbf	kmeans	0.5247868702960214
elliptical_10_2	28		rbf	kmeans	0.8297720770564846
wingnut	28		rbf	kmeans	0.3674117949739461
triangle2	28		rbf	kmeans	0.4725564879746805
smile2	28		rbf	kmeans	0.7926224433478775
disk-4000n	28		rbf	kmeans	0.23599737592559494
jain	28		rbf	kmeans	0.32593052487010993
2d-4c	28		rbf	kmeans	0.48691950561197966
long1	28		rbf	kmeans	0.39820579198989536
sizes4	28		rbf	kmeans	0.6397187744964504
curves2	28		rbf	kmeans	0.468164451297555
square4	28		rbf	kmeans	0.5129008386547789
chainlink	28		rbf	kmeans	0.35260980073741643
ds4c2sc8	28		rbf	kmeans	0.6471198114703464
spiralsquare	28		rbf	kmeans	0.5643183157829768
gaussians1	28		rbf	kmeans	0.49204537991784203
smile3	28		rbf	kmeans	0.6245914536682089
dpb	28		rbf	kmeans	0.7109712913442796
complex8	28		rbf	kmeans	0.001283554058217548
haberman	28		rbf	kmeans	0.01722150470744471
pmf	28		rbf	kmeans	0.014162889079018397
atom	28		rbf	kmeans	0.07005320855364484
zelnik5	28		rbf	kmeans	0.72045629031389
long2	28		rbf	kmeans	0.39389415499884656
2d-4c-no9	28		rbf	kmeans	0.4530301171859831
cassini	28		rbf	kmeans	0.4742898883553355
hepta	28		rbf	kmeans	0.7570163101176471
triangle1	28		rbf	kmeans	0.6308285999536821
tae	28		rbf	kmeans	0.16157426450081538
balance-scale	28		rbf	kmeans	0.18699588534441236
twenty	28		rbf	kmeans	0.9567969724744191
threenorm	28		rbf	kmeans	0.26505227185438945
square2	28		rbf	kmeans	0.563724509760219
flame	28		rbf	kmeans	0.32893339576894864
disk-3000n	28		rbf	kmeans	0.2155831727176364
d31	28		rbf	kmeans	0.9476320232950379
aggregation	28		rbf	kmeans	0.6771306937020543
zelnik4	28		rbf	kmeans	0.832434353344914
2sp2glob	28		rbf	kmeans	0.6049068901376095
glass	28		rbf	kmeans	0.40253976090478805
square1	28		rbf	kmeans	0.6201132210305532
2d-3c-no123	28		rbf	kmeans	0.49156000023863067
disk-4500n	28		rbf	kmeans	0.24941153027857657
sizes1	28		rbf	kmeans	0.44901582607693186
long3	28		rbf	kmeans	0.3284839376007416
cuboids	28		rbf	kmeans	0.6207620041822592
donutcurves	28		rbf	kmeans	0.5378876549248935
st900	28		rbf	kmeans	0.7036424526665153
tetra	28		rbf	kmeans	0.5720156231877569
zelnik3	29		rbf	kmeans	0.6306345459646319
spherical_4_3	29		rbf	kmeans	0.5713727550738181
fourty	29		rbf	kmeans	0.9455114091523156
lsun	29		rbf	kmeans	0.4978798127635209
diamond9	29		rbf	kmeans	0.7641678254783834
ds850	29		rbf	kmeans	0.6596251612194631
elly-2d10c13s	29		rbf	kmeans	0.547252074049119
pathbased	29		rbf	kmeans	0.44507910969373465
R15	29		rbf	kmeans	0.8724594316380759
spherical_6_2	29		rbf	kmeans	0.7035517925015408
shapes	29		rbf	kmeans	0.602283790019153
2dnormals	29		rbf	kmeans	0.2118633496300414
dpc	29		rbf	kmeans	0.7672229873299269
twodiamonds	29		rbf	kmeans	0.36984910663974957
ds2c2sc13	29		rbf	kmeans	0.6538790212833897
donut3	29		rbf	kmeans	0.7058267706568279
simplex	29		rbf	kmeans	0.6636287194517564
2d-20c-no0	29		rbf	kmeans	0.9414029173149581
disk-5000n	29		rbf	kmeans	0.20551162696662298
DS-577	29		rbf	kmeans	0.523135112949197
zoo	29		rbf	kmeans	0.6978283979366393
square3	29		rbf	kmeans	0.5663751880227249
sonar	29		rbf	kmeans	0.18708166506505455
donut1	29		rbf	kmeans	0.5883122846640247
disk-4600n	29		rbf	kmeans	0.12787160009888507
sizes5	29		rbf	kmeans	0.6761285994238035
thy	29		rbf	kmeans	0.042225870821122787
cure-t1-2000n-2D	29		rbf	kmeans	0.6365711925116461
blobs	29		rbf	kmeans	0.4764494659836122
dense-disk-5000	29		rbf	kmeans	0.23338536856936212
heart-statlog	29		rbf	kmeans	0.021563275543834123
dense-disk-3000	29		rbf	kmeans	0.21787058790392533
ds3c3sc6	29		rbf	kmeans	0.5368407464543465
donut2	29		rbf	kmeans	0.025472884336677472
dartboard1	29		rbf	kmeans	0.3880603440905273
smile1	29		rbf	kmeans	0.8198378812934677
2d-10c	29		rbf	kmeans	0.39807019983138414
impossible	29		rbf	kmeans	0.5205681792940791
aml28	29		rbf	kmeans	0.5331207628874721
zelnik2	29		rbf	kmeans	0.5723806091069791
banana	29		rbf	kmeans	0.4786082520221101
compound	29		rbf	kmeans	0.5764100181868892
zelnik6	29		rbf	kmeans	0.5770525163126478
sizes3	29		rbf	kmeans	0.6180171293055491
spiral	29		rbf	kmeans	0.35053062160024656
sizes2	29		rbf	kmeans	0.5826990589502655
iris	29		rbf	kmeans	0.4751321519825864
hypercube	29		rbf	kmeans	0.7696959956215145
engytime	29		rbf	kmeans	0.18128848512320195
circle	29		rbf	kmeans	0.22934426621350973
longsquare	29		rbf	kmeans	0.7330484959436113
zelnik1	29		rbf	kmeans	0.5632848986484064
iono	29		rbf	kmeans	0.238203723244977
square5	29		rbf	kmeans	0.45237114412282986
curves1	29		rbf	kmeans	0.5323844003453696
3-spiral	29		rbf	kmeans	0.5079409623110015
DS-850	29		rbf	kmeans	0.6618388672873924
rings	29		rbf	kmeans	0.426578551198422
cure-t2-4k	29		rbf	kmeans	0.6629882570539198
2d-4c-no4	29		rbf	kmeans	0.3911443636636605
disk-1000n	29		rbf	kmeans	0.22837251440491552
complex9	29		rbf	kmeans	0.01883615060062907
ecoli	29		rbf	kmeans	0.4928360784290196
target	29		rbf	kmeans	0.463314654870279
3MC	29		rbf	kmeans	0.4960964584368955
xor	29		rbf	kmeans	0.2932022252142416
xclara	29		rbf	kmeans	0.017015312162426202
cure-t0-2000n-2D	29		rbf	kmeans	0.3899778018325451
dartboard2	29		rbf	kmeans	0.47739071093148844
spherical_5_2	29		rbf	kmeans	0.6355597864432225
ds577	29		rbf	kmeans	0.5151815466561223
elliptical_10_2	29		rbf	kmeans	0.8251730296083065
wingnut	29		rbf	kmeans	0.32794637427956536
triangle2	29		rbf	kmeans	0.5575744667788166
smile2	29		rbf	kmeans	0.7910949911862396
disk-4000n	29		rbf	kmeans	0.23067304373235253
jain	29		rbf	kmeans	0.32357872276377486
2d-4c	29		rbf	kmeans	0.4026141690082167
long1	29		rbf	kmeans	0.3987531861341633
sizes4	29		rbf	kmeans	0.6639183739780445
curves2	29		rbf	kmeans	0.6182893455432142
square4	29		rbf	kmeans	0.5007880654219161
chainlink	29		rbf	kmeans	0.35102828634426464
ds4c2sc8	29		rbf	kmeans	0.6466250822877305
spiralsquare	29		rbf	kmeans	0.5655571423830955
gaussians1	29		rbf	kmeans	0.4836241131008587
smile3	29		rbf	kmeans	0.6234456141603102
dpb	29		rbf	kmeans	0.7109450555852826
complex8	29		rbf	kmeans	0.001283554058217548
haberman	29		rbf	kmeans	0.01722150470744471
pmf	29		rbf	kmeans	0.014162889079018397
atom	29		rbf	kmeans	0.06460724528392475
zelnik5	29		rbf	kmeans	0.7197722784308244
long2	29		rbf	kmeans	0.3767657249397872
2d-4c-no9	29		rbf	kmeans	0.37524759755831794
cassini	29		rbf	kmeans	0.4820589553941053
hepta	29		rbf	kmeans	0.7290786212002981
triangle1	29		rbf	kmeans	0.45486862254117816
tae	29		rbf	kmeans	0.15158154442443605
balance-scale	29		rbf	kmeans	0.1871594728058206
twenty	29		rbf	kmeans	0.9521815420152758
threenorm	29		rbf	kmeans	0.21499535712700965
square2	29		rbf	kmeans	0.6032593954903352
flame	29		rbf	kmeans	0.3156863522861213
disk-3000n	29		rbf	kmeans	0.21622776803780946
d31	29		rbf	kmeans	0.9510898568661464
aggregation	29		rbf	kmeans	0.6714445885795256
zelnik4	29		rbf	kmeans	0.8482676197221128
2sp2glob	29		rbf	kmeans	0.6149095422420087
glass	29		rbf	kmeans	0.41018335243805865
square1	29		rbf	kmeans	0.5796766117714824
2d-3c-no123	29		rbf	kmeans	0.467490188274785
disk-4500n	29		rbf	kmeans	0.24921122345521354
sizes1	29		rbf	kmeans	0.5805796664546716
long3	29		rbf	kmeans	0.3093224878307822
cuboids	29		rbf	kmeans	0.6437678183752651
donutcurves	29		rbf	kmeans	0.539454417588172
st900	29		rbf	kmeans	0.7023650296386437
tetra	29		rbf	kmeans	0.5789745679272131
